applicant_id,jurisdiction,protected_group,model_score,approved,manual_review,decision_reason_1,decision_reason_2,us_mode_output,eu_mode_output,portfolio_us_governance_action,portfolio_eu_governance_action
APP-01479,US,0,0.0403,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01480,US,1,0.0074,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01481,UK,0,0.0255,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01482,EU,1,0.0499,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01483,Singapore,1,0.0497,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01484,EU,1,0.4834,0,0,Low credit score,Prior default history,Adverse-action notice required: Low credit score; Prior default history,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01485,US,0,0.0603,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01486,EU,1,0.0449,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01487,EU,0,0.0417,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01488,Singapore,1,0.2746,0,0,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01489,Singapore,0,0.1619,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01490,Singapore,1,0.2673,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01491,UK,0,0.0413,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01492,EU,1,0.1989,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01493,US,0,0.067,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-01494,US,0,0.0268,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
